gnId	nbTp	feelLncPcgClassName	feelLncPcgClassType	feelLncPcgGnId	feelLncPcgGnName	feelLncPcgGnDist	feelLncPcgClassNameByTp	feelLncPcgGnIdByTp	feelLncPcgGnNameByTp	feelLncPcgGnDistByTp
ENSG00000171729	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000279457	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000229393	1	lncgASinNest	1.1.1	ENSG00000149527	PLCH2	0	lncgASinNest	ENSG00000149527	PLCH2	0
ENSG00000037637	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000287586	2	lncgASinNest	n.1.1	ENSG00000196581	AJAP1	0	lncgASinNest;lncgASinNest	ENSG00000196581;ENSG00000196581	AJAP1;AJAP1	0;0
ENSG00000159423	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000227169	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSG00000283356	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000011021	10	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000142615	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000215704	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000157916	9	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000157881	12	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000238290	1	lincDivg	1.1.1	ENSG00000116285	ERRFI1	429	lincDivg	ENSG00000116285	ERRFI1	429
ENSG00000225387	1	lincSSdw	1.1.1	ENSG00000117154	IGSF21	7346	lincSSdw	ENSG00000117154	IGSF21	7346
ENSG00000048707	20	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000225196	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000162444	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000279625	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000180758	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000184677	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000288398	1	lincSSdw	1.1.1	ENSG00000132881	CPLANE2	357	lincSSdw	ENSG00000132881	CPLANE2	357
ENSG00000224621	1	lincDivg	1.1.1	ENSG00000142627	EPHA2	3197	lincDivg	ENSG00000142627	EPHA2	3197
ENSG00000285833	1	lncgASexNest	1.1.1	ENSG00000204624	DISP3	0	lncgASexNest	ENSG00000204624	DISP3	0
ENSG00000131697	11	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000284692	3	unclassified	unclassified	NA	NA	NA	unclassified;unclassified;unclassified	NA	NA	NA
ENSG00000284745	2	lincDivg	n.1.1	ENSG00000169717	ACTRT2	52760	lincDivg;lincDivg	ENSG00000169717;ENSG00000169717	ACTRT2;ACTRT2	58052;52760
ENSG00000280222	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000285945	1	lncgASinNest	1.1.1	ENSG00000215912	TTC34	0	lncgASinNest	ENSG00000215912	TTC34	0
ENSG00000197921	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000233755	2	lincSSup	n.1.1	ENSG00000020633	RUNX3	78586	lincSSup;unclassified	ENSG00000020633;NA	RUNX3;NA	78586;NA
ENSG00000233929	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000271742	1	lincDivg	1.1.1	ENSG00000116786	PLEKHM2	1192	lincDivg	ENSG00000116786	PLEKHM2	1192
ENSG00000234166	1	lncgASexNest	1.1.1	ENSG00000142632	ARHGEF19	0	lncgASexNest	ENSG00000142632	ARHGEF19	0
ENSG00000235282	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000055070	10	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000175087	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000157191	12	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000230035	1	lncgASinNest	1.1.1	ENSG00000117154	IGSF21	0	lncgASinNest	ENSG00000117154	IGSF21	0
ENSG00000225643	1	lincSSdw	1.1.1	ENSG00000157978	LDLRAP1	12592	lincSSdw	ENSG00000157978	LDLRAP1	12592
ENSG00000284666	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSG00000228943	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000234397	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000284309	1	lincDivg	1.1.1	ENSG00000158014	SLC30A2	547	lincDivg	ENSG00000158014	SLC30A2	547
ENSG00000162511	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000158014	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000204138	9	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000233419	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000235263	1	lincDivg	1.1.1	ENSG00000171612	SLC25A33	35994	lincDivg	ENSG00000171612	SLC25A33	35994
ENSG00000228176	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSG00000231251	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000142675	14	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000197245	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000130772	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000215899	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000271398	1	lincSSdw	1.1.1	ENSG00000130770	ATP5IF1	238	lincSSdw	ENSG00000130770	ATP5IF1	238
ENSG00000225011	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000235069	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000284676	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSG00000237058	1	lncgASinOvlp	1.1.1	ENSG00000142606	MMEL1	0	lncgASinOvlp	ENSG00000142606	MMEL1	0
ENSG00000233399	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSG00000090020	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000157978	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000130770	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000229044	1	lncgASexNest	1.1.1	ENSG00000121766	ZCCHC17	0	lncgASexNest	ENSG00000121766	ZCCHC17	0
ENSG00000162512	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000158006	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000214812	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000126698	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000229447	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000229607	1	lincSSup	1.1.1	ENSG00000162511	LAPTM5	52604	lincSSup	ENSG00000162511	LAPTM5	52604
ENSG00000130766	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000168528	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000196581	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000169403	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000084628	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000060688	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000171612	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000270927	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000188910	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000230523	1	lincConv	1.1.1	ENSG00000060656	PTPRU	2807	lincConv	ENSG00000060656	PTPRU	2807
ENSG00000116138	10	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000158161	8	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000142684	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000121769	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000142627	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000284668	3	lincDivg	n.1.1	ENSG00000198912	C1orf174	75840	lincDivg;lincDivg;lincDivg	ENSG00000198912;ENSG00000198912;ENSG00000198912	C1orf174;C1orf174;C1orf174	75840;75847;75847
ENSG00000233234	1	lincSSup	1.1.1	ENSG00000215912	TTC34	10157	lincSSup	ENSG00000215912	TTC34	10157
ENSG00000142632	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000234593	7	lncgASinNest	n.1.1	ENSG00000189337	KAZN	0	lncgASinNest;lncgASinNest;lncgASinNest;lncgASinNest;lncgASinNest;lncgASinNest;lncgASinNest	ENSG00000189337;ENSG00000189337;ENSG00000189337;ENSG00000189337;ENSG00000189337;ENSG00000189337;ENSG00000189337	KAZN;KAZN;KAZN;KAZN;KAZN;KAZN;KAZN	0;0;0;0;0;0;0
ENSG00000270605	1	lncgASinNest	1.1.1	ENSG00000130770	ATP5IF1	0	lncgASinNest	ENSG00000130770	ATP5IF1	0
ENSG00000189337	9	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000235084	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000235143	1	lincConv	1.1.1	ENSG00000162512	SDC3	9212	lincConv	ENSG00000162512	SDC3	9212
ENSG00000225478	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000028137	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000204464	2	lncgASinNest	n.1.1	ENSG00000171729	TMEM51	0	lncgASinNest;lncgASinNest	ENSG00000171729;ENSG00000171729	TMEM51;TMEM51	0;0
ENSG00000233372	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSG00000283259	1	lncgASinNest	1.1.1	ENSG00000215912	TTC34	0	lncgASinNest	ENSG00000215912	TTC34	0
ENSG00000284543	9	lncgSSex	n.n.1	ENSG00000142910	TINAGL1	0	lncgSSexOvlp;lncgSSexOvlp;lincSSup;lincSSup;lincSSup;lincSSup;lincSSup;lincSSup;lincSSup	ENSG00000142910;ENSG00000142910;ENSG00000142910;ENSG00000142910;ENSG00000142910;ENSG00000142910;ENSG00000142910;ENSG00000142910;ENSG00000142910	TINAGL1;TINAGL1;TINAGL1;TINAGL1;TINAGL1;TINAGL1;TINAGL1;TINAGL1;TINAGL1	0;0;35822;54127;50041;8205;52896;35716;32498
ENSG00000130939	10	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000175147	6	lncgASexOvlp_n.n.n	n.n.n	ENSG00000189337	KAZN	0	lncgASexOvlp;lncgASexOvlp;lncgASexOvlp;lncgASexOvlp;lncgASinOvlp;lncgASexOvlp	ENSG00000189337;ENSG00000189337;ENSG00000189337;ENSG00000171729;ENSG00000171729;ENSG00000171729	KAZN;KAZN;KAZN;TMEM51;TMEM51;TMEM51	0;0;0;0;0;0
ENSG00000127472	8	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000060656	11	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000163867	9	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000232768	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000230214	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000189280	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000134698	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000134690	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000272420	1	lncgSSinNest	1.1.1	ENSG00000116151	MORN1	0	lncgSSinNest	ENSG00000116151	MORN1	0
ENSG00000132881	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000273274	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000272510	1	lncgASexNest	1.1.1	ENSG00000116138	DNAJC16	0	lncgASexNest	ENSG00000116138	DNAJC16	0
ENSG00000236648	4	lincSSdw_n.n.n	n.n.n	ENSG00000074964	ARHGEF10L	19751	lincSSup;lincSSdw;lincSSdw;lincSSdw	ENSG00000117148;ENSG00000074964;ENSG00000074964;ENSG00000074964	ACTL8;ARHGEF10L;ARHGEF10L;ARHGEF10L	5355;19757;19751;19803
ENSG00000232273	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000009709	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000287396	1	lincDivg	1.1.1	ENSG00000215912	TTC34	12363	lincDivg	ENSG00000215912	TTC34	12363
ENSG00000223589	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000158008	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000130940	9	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000116771	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000237301	1	lncgASinOvlp	1.1.1	ENSG00000116138	DNAJC16	0	lncgASinOvlp	ENSG00000116138	DNAJC16	0
ENSG00000163879	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000227527	1	lncgSSinOvlp	1.1.1	ENSG00000198815	FOXJ3	0	lncgSSinOvlp	ENSG00000198815	FOXJ3	0
ENSG00000116954	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000228589	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000163873	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000117215	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000196449	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000230163	1	lncgASexNest	1.1.1	ENSG00000163866	SMIM12	0	lncgASexNest	ENSG00000163866	SMIM12	0
ENSG00000227538	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000236500	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000044012	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000179051	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000215895	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000284650	1	lincDivg	1.1.1	ENSG00000163873	GRIK3	98974	lincDivg	ENSG00000163873	GRIK3	98974
ENSG00000237329	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000236948	2	unclassified	unclassified	NA	NA	NA	unclassified;unclassified	NA	NA	NA
ENSG00000126067	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000274944	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000132906	11	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000197312	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000284748	1	lincDivg	1.1.1	ENSG00000134697	GNL2	189	lincDivg	ENSG00000134697	GNL2	189
ENSG00000272078	1	lncgASexNest	1.1.1	ENSG00000130940	CASZ1	0	lncgASexNest	ENSG00000130940	CASZ1	0
ENSG00000173660	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000224592	2	lincDivg	n.1.1	ENSG00000185668	POU3F1	521	lincDivg;lincDivg	ENSG00000185668;ENSG00000185668	POU3F1;POU3F1	521;632
ENSG00000233728	1	lncgASexNest	1.1.1	ENSG00000185090	MANEAL	0	lncgASexNest	ENSG00000185090	MANEAL	0
ENSG00000230451	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000231606	2	lncgASinNest	n.1.1	ENSG00000189337	KAZN	0	lncgASinNest;lncgASinNest	ENSG00000189337;ENSG00000189337	KAZN;KAZN	0;0
ENSG00000215900	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000284632	3	lincSSdw	n.1.1	ENSG00000116954	RRAGC	22219	lincSSdw;lincSSdw;lincSSdw	ENSG00000116954;ENSG00000116954;ENSG00000116954	RRAGC;RRAGC;RRAGC	63690;22219;34113
ENSG00000241014	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000054118	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000254553	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000284653	1	lincSSup	1.1.1	ENSG00000117154	IGSF21	62186	lincSSup	ENSG00000117154	IGSF21	62186
ENSG00000237749	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000276747	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000284705	1	lincConv	1.1.1	ENSG00000163873	GRIK3	84945	lincConv	ENSG00000163873	GRIK3	84945
ENSG00000228776	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000159339	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000197982	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000261781	1	lincSSup	1.1.1	ENSG00000117154	IGSF21	33386	lincSSup	ENSG00000117154	IGSF21	33386
ENSG00000183317	11	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000183386	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000284743	1	lincSSdw	1.1.1	ENSG00000162545	CAMK2N1	1994	lincSSdw	ENSG00000162545	CAMK2N1	1994
ENSG00000158315	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000204084	11	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000186973	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000146463	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000183520	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000271741	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000214141	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000142686	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000224751	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000117148	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000230585	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000117000	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000284989	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000231630	1	lincSSup	1.1.1	ENSG00000215912	TTC34	12739	lincSSup	ENSG00000215912	TTC34	12739
ENSG00000092853	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000255811	1	lncgASexOvlp	1.1.1	ENSG00000189433	GJB4	0	lncgASexOvlp	ENSG00000189433	GJB4	0
ENSG00000134697	9	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000187513	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000238145	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000225142	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000230138	2	lincSSup	n.1.1	ENSG00000157193	LRP8	38187	lincSSup;lincSSup	ENSG00000157193;ENSG00000157193	LRP8;LRP8	38187;38199
ENSG00000223390	1	lncgASexOvlp	1.1.1	ENSG00000198841	KTI12	0	lncgASexOvlp	ENSG00000198841	KTI12	0
ENSG00000284720	1	lincSSdw	1.1.1	ENSG00000163873	GRIK3	25802	lincSSdw	ENSG00000163873	GRIK3	25802
ENSG00000225671	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000116151	11	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000226147	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000006555	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000236111	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000066056	10	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000214114	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000116544	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000231900	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000236723	2	lncgASexOvlp	n.1.1	ENSG00000157184	CPT2	0	lncgASexOvlp;lncgASexOvlp	ENSG00000157184;ENSG00000157184	CPT2;CPT2	0;0
ENSG00000232467	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000117016	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000121310	26	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000169213	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000163866	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000225779	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000284601	4	lincDivg	n.1.1	ENSG00000143001	TMEM61	164	lincDivg;lincDivg;lincDivg;lincDivg	ENSG00000143001;ENSG00000143001;ENSG00000143001;ENSG00000143001	TMEM61;TMEM61;TMEM61;TMEM61	164;176;170;164
ENSG00000237130	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000143001	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000227416	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000232335	1	lncgASexNest	1.1.1	ENSG00000092853	CLSPN	0	lncgASexNest	ENSG00000092853	CLSPN	0
ENSG00000260971	24	lncgSSex	n.n.1	ENSG00000284686	NA	0	lncgSSexOvlp;lncgSSexOvlp;lncgSSexOvlp;lncgSSexOvlp;lincSSdw;lncgSSexOvlp;lincSSdw;lincSSdw;lncgSSexOvlp;lncgSSexOvlp;lncgSSexOvlp;lncgSSexOvlp;lncgSSexOvlp;lncgSSexOvlp;lncgSSexOvlp;lncgSSexOvlp;lncgSSexNest;lncgSSexNest;lncgSSexNest;lncgSSexNest;lncgSSexNest;lncgSSexNest;lncgSSexNest;lncgSSinNest	ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686;ENSG00000284686	NA	0;0;0;0;844;0;703;718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000259832	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSG00000284696	9	lincSSdw_n.n.n	n.n.n	ENSG00000142700	DMRTA2	96358	lincConv;lincConv;lincConv;lincConv;lincConv;lincSSdw;lincSSdw;lincSSdw;lincSSdw	ENSG00000162374;ENSG00000162374;ENSG00000162374;ENSG00000162374;ENSG00000162374;ENSG00000142700;ENSG00000142700;ENSG00000142700;ENSG00000142700	ELAVL4;ELAVL4;ELAVL4;ELAVL4;ELAVL4;DMRTA2;DMRTA2;DMRTA2;DMRTA2	25890;61970;62538;80330;91539;96380;96430;96439;96358
