gnId	nbTp	feelLncPcgClassName	feelLncPcgClassType	feelLncPcgGnId	feelLncPcgGnName	feelLncPcgGnDist	feelLncPcgClassNameByTp	feelLncPcgGnIdByTp	feelLncPcgGnNameByTp	feelLncPcgGnDistByTp
ENSCAFG00845016395	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016407	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016426	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016442	1	lincSSup	1.1.1	ENSCAFG00845016176	IL13RA2	17870	lincSSup	ENSCAFG00845016176	IL13RA2	17870
ENSCAFG00845016460	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016461	1	lincSSdw	1.1.1	ENSCAFG00845016493	LRCH2	5	lincSSdw	ENSCAFG00845016493	LRCH2	5
ENSCAFG00845016493	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016500	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016545	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016546	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016571	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016591	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016597	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016607	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016635	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016637	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016662	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016708	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016714	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016725	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016746	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016755	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016771	1	lincDivg	1.1.1	ENSCAFG00845016746	XKRX	18576	lincDivg	ENSCAFG00845016746	XKRX	18576
ENSCAFG00845016774	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016775	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016781	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016800	1	lincDivg	1.1.1	ENSCAFG00845016746	XKRX	45220	lincDivg	ENSCAFG00845016746	XKRX	45220
ENSCAFG00845016812	1	lincSSup	1.1.1	ENSCAFG00845016988	TMEM35A	62162	lincSSup	ENSCAFG00845016988	TMEM35A	62162
ENSCAFG00845016814	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016900	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016902	10	lincDivg	n.1.1	ENSCAFG00845016988	TMEM35A	20405	lincDivg;lincDivg;lincDivg;lincDivg;lincDivg;lincDivg;lincDivg;lincDivg;lincDivg;lincDivg	ENSCAFG00845016988;ENSCAFG00845016988;ENSCAFG00845016988;ENSCAFG00845016988;ENSCAFG00845016988;ENSCAFG00845016988;ENSCAFG00845016988;ENSCAFG00845016988;ENSCAFG00845016988;ENSCAFG00845016988	TMEM35A;TMEM35A;TMEM35A;TMEM35A;TMEM35A;TMEM35A;TMEM35A;TMEM35A;TMEM35A;TMEM35A	20405;20405;21209;20405;20405;20405;21209;20405;20405;20588
ENSCAFG00845016941	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016942	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845016988	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017057	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017120	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017128	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017157	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017181	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017213	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017263	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017329	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017359	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017392	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017493	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017578	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017579	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017604	1	lincDivg	1.1.1	ENSCAFG00845017579	NA	49843	lincDivg	ENSCAFG00845017579	NA	49843
ENSCAFG00845017612	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017623	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017662	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017665	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017688	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017692	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017719	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017750	10	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017808	1	lincSSup	1.1.1	ENSCAFG00845017867	VBP1	16721	lincSSup	ENSCAFG00845017867	VBP1	16721
ENSCAFG00845017817	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017825	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017849	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017867	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017892	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017919	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017923	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017940	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017943	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017955	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017956	1	lincConv	1.1.1	ENSCAFG00845017825	PRPS1	4143	lincConv	ENSCAFG00845017825	PRPS1	4143
ENSCAFG00845017965	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845017967	1	lincConv	1.1.1	ENSCAFG00845017825	PRPS1	16385	lincConv	ENSCAFG00845017825	PRPS1	16385
ENSCAFG00845017998	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018025	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018061	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018093	1	lincSSdw	1.1.1	ENSCAFG00845018126	NA	1037	lincSSdw	ENSCAFG00845018126	NA	1037
ENSCAFG00845018105	1	lincConv	1.1.1	ENSCAFG00845018126	NA	1045	lincConv	ENSCAFG00845018126	NA	1045
ENSCAFG00845018113	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018115	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018126	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018191	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018213	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018258	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018278	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018438	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018459	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018480	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018502	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018526	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018532	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018533	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018540	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018551	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018565	1	lincDivg	1.1.1	ENSCAFG00845018585	NA	33046	lincDivg	ENSCAFG00845018585	NA	33046
ENSCAFG00845018585	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018599	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018670	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018713	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018798	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018812	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018937	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018949	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018981	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845018999	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019086	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019157	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019192	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019196	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019223	1	lincDivg	1.1.1	ENSCAFG00845019192	NA	13567	lincDivg	ENSCAFG00845019192	NA	13567
ENSCAFG00845019233	1	lincDivg	1.1.1	ENSCAFG00845019192	NA	20805	lincDivg	ENSCAFG00845019192	NA	20805
ENSCAFG00845019238	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019289	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019306	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019383	1	lincSSup	1.1.1	ENSCAFG00845019289	NA	507	lincSSup	ENSCAFG00845019289	NA	507
ENSCAFG00845019387	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019421	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019427	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019444	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019492	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019494	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019495	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019525	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019526	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019544	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019547	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSCAFG00845019560	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSCAFG00845019570	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSCAFG00845019585	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019607	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019636	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019641	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019668	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019692	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSCAFG00845019703	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019735	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019739	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019766	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019834	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019836	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019851	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019856	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019871	1	lincSSdw	1.1.1	ENSCAFG00845019735	ARMCX1	1034	lincSSdw	ENSCAFG00845019735	ARMCX1	1034
ENSCAFG00845019872	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019875	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019884	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019887	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019888	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019898	1	lincSSdw	1.1.1	ENSCAFG00845019495	NHSL2	447	lincSSdw	ENSCAFG00845019495	NHSL2	447
ENSCAFG00845019906	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019910	1	lincConv	1.1.1	ENSCAFG00845019495	NHSL2	2086	lincConv	ENSCAFG00845019495	NHSL2	2086
ENSCAFG00845019911	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019922	1	lincSSup	1.1.1	ENSCAFG00845019941	PIN4	2495	lincSSup	ENSCAFG00845019941	PIN4	2495
ENSCAFG00845019924	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019933	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019941	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019947	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019949	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019961	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019973	1	lincSSdw	1.1.1	ENSCAFG00845019949	ARMCX3	3986	lincSSdw	ENSCAFG00845019949	ARMCX3	3986
ENSCAFG00845019974	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019976	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845019984	1	lincConv	1.1.1	ENSCAFG00845019949	ARMCX3	4787	lincConv	ENSCAFG00845019949	ARMCX3	4787
ENSCAFG00845019989	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020004	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020005	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020008	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020012	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020038	1	lincConv	1.1.1	ENSCAFG00845020063	CITED1	8218	lincConv	ENSCAFG00845020063	CITED1	8218
ENSCAFG00845020039	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020045	1	lincSSdw	1.1.1	ENSCAFG00845020063	CITED1	8145	lincSSdw	ENSCAFG00845020063	CITED1	8145
ENSCAFG00845020063	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020093	1	lincDivg	1.1.1	ENSCAFG00845020063	CITED1	516	lincDivg	ENSCAFG00845020063	CITED1	516
ENSCAFG00845020104	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020113	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020133	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020150	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020167	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020183	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020192	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020199	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020221	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020238	9	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020259	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020271	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020300	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020302	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020317	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020333	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020334	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020340	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020356	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020370	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020383	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020392	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020441	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020473	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020485	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020521	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020570	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020584	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020619	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020694	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020699	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020708	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020758	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020788	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020862	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020868	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020899	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020908	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020913	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020915	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020926	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020935	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020948	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020961	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020965	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020966	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020985	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020994	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845020997	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845021006	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845021017	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845021029	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSCAFG00845021038	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
